Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,Pressure (psi),Temperature (°C),Flow Rate (barrels/day),Vibration Level (mm/s),Corrosion Level (mm/year),Last Maintenance Date,Авария
20150221,21351,2015,2015-05-27 12:30:00,2552,COLONIAL PIPELINE CO,CHURCH POINT STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CHURCH POINT,ACADIA,LA,30.44471,-92.29098,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0.24,0.0,NO,NO,YES,5/27/2015 13:00,5/27/2015 18:20,0.0,,,,,,,,,,,,,14970.0,30.0,0.0,0.0,0.0,0.0,15000,1064.0,57.0,110009.0,1.2,0.6,2022-06-26,1.0
20150230,20849,2015,2015-05-28 07:00:00,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.0711,-96.47409,INCORRECT OPERATION,INCORRECT VALVE POSITION,20.0,,17.0,3.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,163.0,0.0,25000.0,5000.0,0.0,30163,1065.0,48.0,101877.0,2.2,0.3,2024-02-24,1.0
20150235,20555,2015,2015-05-28 13:30:00,32099,ENERGY TRANSFER COMPANY,TXBW1P2C,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,KERMIT,WINKLER,TX,31.7316,-102.988,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.5,90.0,0.0,0.5,NO,NO,YES,5/28/2015 13:30,5/29/2015 2:00,0.0,,,,,,,,,,,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500,998.0,55.0,94567.0,2.3,0.7,2024-03-12,1.0
20150214,21293,2015,2015-05-29 17:00:00,26149,ALYESKA PIPELINE SERVICE CO,PUMP STATION 10,ONSHORE,UNDERGROUND,CRUDE OIL,,,,Not Within a County or Parish,AK,63.42546,-145.7665,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0.24,,0.24,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2960000.0,0.0,0.0,400000.0,300000.0,0.0,3660000,1038.0,44.0,87109.0,2.7,1.0,2024-06-21,1.0
20150236,21197,2015,2015-05-31 01:26:00,300,"PLAINS PIPELINE, L.P.",NEW MEXICO PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,JAL,LEA,NM,32.08164,-103.18105,NATURAL FORCE DAMAGE,LIGHTNING,35.0,,35.0,0.0,NO,NO,YES,5/31/2015 1:52,6/1/2015 15:25,0.0,,,,,,,,,,,,,900.0,570.0,0.0,43000.0,0.0,0.0,44470,1094.0,77.0,119233.0,1.1,0.9,2024-03-23,1.0
20150238,21063,2015,2015-05-31 13:29:00,18718,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,DIBOLL,ANGELINA,TX,31.15918,-94.6758,CORROSION,INTERNAL,60.0,,50.0,10.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,5000.0,568.0,0.0,21488.0,100000.0,0.0,127056,967.0,76.0,103226.0,2.5,1.0,2024-09-04,1.0
20150237,21807,2015,2015-06-01 04:09:00,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,RAMAH PUMP STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,,IBERVILLE,LA,30.386817,-91.507267,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.98,9.63,7.18,1.8,NO,NO,YES,6/1/2015 2:28,6/3/2015 23:45,0.0,,,,,,,,,,,,,49400.0,635.0,0.0,17820.0,0.0,0.0,67855,811.0,56.0,74980.0,2.9,0.5,2024-11-05,1.0
20150239,20802,2015,2015-06-01 11:00:00,22442,WEST TEXAS GULF PIPELINE CO,WTG-COLORADO CITY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,COLORADO CITY,SCURRY,TX,32.52944,-100.83055,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.71,,0.71,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2000.0,0.0,0.0,3000.0,0.0,0.0,5000,877.0,40.0,56997.0,2.2,0.4,2022-11-10,1.0
20150253,20651,2015,2015-06-02 04:05:00,300,"PLAINS PIPELINE, L.P.",CHEVRON-BELRIDGE CGC31X,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCKITTRICK,KERN,CA,35.466951,-119.704428,CORROSION,INTERNAL,12.7,,12.7,0.0,NO,NO,YES,6/1/2015 13:30,6/3/2015 19:00,0.0,,,,,,,,,,,,,17000.0,719.0,0.0,22000.0,67000.0,0.0,106719,970.0,52.0,61246.0,1.6,1.3,2024-10-27,1.0
20150232,20551,2015,2015-06-02 17:30:00,2552,COLONIAL PIPELINE CO,OXFORD STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,OXFORD,CALHOUN,AL,33.598881,-85.825495,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.26,,0.26,0.0,NO,NO,YES,6/3/2015 9:55,6/3/2015 10:20,0.0,,,,,,,,,,,,,100.0,35.0,0.0,3000.0,2800.0,0.0,5935,883.0,49.0,63580.0,2.4,0.9,2024-03-03,1.0
20150227,20538,2015,2015-06-02 21:42:00,31684,PHILLIPS 66 PIPELINE LLC,"ORCUTT 8""",ONSHORE,UNDERGROUND,CRUDE OIL,,,SANTA MARIA,SANTA BARBARA,CA,34.882052,-120.445707,CORROSION,EXTERNAL,0.91,,0.91,0.0,NO,NO,YES,6/2/2015 21:44,6/4/2015 18:30,0.0,,,,,,,,,,,,,10000.0,45.0,5000.0,60000.0,5000.0,0.0,80045,915.0,52.0,90603.0,2.9,1.3,2022-12-10,1.0
20150233,21432,2015,2015-06-05 08:20:00,2552,COLONIAL PIPELINE CO,YORKTOWN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,WILLIAMSBURG,JAMES CITY,VA,37.202167,-76.605211,ALL OTHER CAUSES,MISCELLANEOUS,0.67,,0.67,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,100.0,100.0,0.0,8500.0,1000.0,2000.0,11700,852.0,65.0,57996.0,2.8,0.4,2023-03-16,1.0
20150243,20567,2015,2015-06-05 23:37:00,31957,KINDER MORGAN WINK PIPELINE LP,GUADALUPE PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PINE SPRINGS,CULBERSON,TX,31.8526,-104.5573,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.5,,0.0,1.5,NO,NO,YES,6/5/2015 23:15,6/8/2015 20:18,0.0,,,,,,,,,,,,,10000.0,83.0,0.0,1000.0,0.0,0.0,11083,856.0,73.0,106617.0,2.9,0.7,2023-03-28,1.0
20150242,21000,2015,2015-06-06 02:40:00,22610,"MAGELLAN PIPELINE COMPANY, LP",EAST HOUSTON TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HOUSTON,HARRIS,TX,29.79477,-95.2821,CORROSION,INTERNAL,0.47,,0.47,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,25.0,50.0,0.0,8000.0,0.0,0.0,8075,834.0,50.0,116719.0,1.0,1.0,2024-07-05,1.0
20150228,20838,2015,2015-06-06 17:15:00,32450,"ROADRUNNER PIPELINE, L.L.C.",ROADRUNNER PIPELINE LLC/LOVINGTON PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,LOVINGTON,LEA,NM,32.524731,-103.18819,ALL OTHER CAUSES,MISCELLANEOUS,0.25,,0.0,0.25,NO,NO,YES,6/6/2015 17:15,6/6/2015 19:15,0.0,,,,,,,,,,,,,0.0,25.0,0.0,500.0,5000.0,0.0,5525,877.0,48.0,66598.0,1.1,0.4,2025-02-04,1.0
20150244,20859,2015,2015-06-07 20:38:00,22442,WEST TEXAS GULF PIPELINE CO,WTG-COLORADO CITY TO WORTHAM,ONSHORE,UNDERGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,31.84825,-96.53672,CORROSION,EXTERNAL,1.0,,0.5,0.5,NO,NO,YES,6/7/2015 20:42,6/9/2015 8:12,0.0,,,,,,,,,,,,,20000.0,30.0,0.0,10000.0,0.0,0.0,30030,963.0,71.0,88582.0,1.7,0.9,2023-02-16,1.0
20150234,21081,2015,2015-06-07 20:53:00,31174,"SHELL PIPELINE CO., L.P.",JULIEN PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,ST. MARY,LA,29.84692774,-91.65165833,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,,0.6,0.0,NO,NO,YES,6/7/2015 20:54,6/8/2015 2:35,0.0,,,,,,,,,,,,,500.0,0.0,0.0,4500.0,0.0,0.0,5000,1009.0,44.0,84406.0,1.1,0.9,2023-04-22,1.0
20150241,20565,2015,2015-06-08 15:30:00,4805,EXPLORER PIPELINE CO,VINITA PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,AFTON,DELAWARE,OK,36.64234919,-94.9731575,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.18,,0.18,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,25.0,23.0,0.0,5000.0,4500.0,0.0,9548,1095.0,58.0,98414.0,2.4,0.7,2022-06-21,1.0
20160133,21388,2015,2015-06-09 09:00:00,32537,WYOMING PIPELINE COMPANY,BUCK CREEK STATION,ONSHORE,TANK,CRUDE OIL,,,,NIOBRARA,WY,43.2180944,-104.432967,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,40.0,,40.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,100.0,2000.0,0.0,0.0,800.0,0.0,2900,1085.0,41.0,67740.0,2.3,0.6,2022-12-04,1.0
20150245,20571,2015,2015-06-10 14:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,COWDEN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MIDLAND,COWDEN,TX,32.088721,-102.137958,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.4,,0.4,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2150.0,50.0,0.0,0.0,0.0,0.0,2200,905.0,44.0,72177.0,2.2,1.3,2024-02-06,1.0
20150240,20708,2015,2015-06-11 13:30:00,32147,MARATHON PIPE LINE LLC,CHATHAM STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WORLAND,WASHAKIE,WY,43.861789,-108.166073,CORROSION,INTERNAL,3.5,,3.5,0.0,NO,NO,YES,6/11/2015 13:18,6/11/2015 18:30,0.0,,,,,,,,,,,,,100.0,100.0,0.0,15000.0,0.0,0.0,15200,807.0,70.0,67915.0,2.1,0.8,2022-09-13,1.0
20150247,20581,2015,2015-06-12 14:50:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",KINDER MORGAN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARTERET,MIDDLESEX,NJ,40.589,-74.217,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.57,,3.57,0.0,NO,NO,YES,6/12/2015 14:50,6/15/2015 12:00,0.0,,,,,,,,,,,,,15000.0,10584.0,0.0,0.0,0.0,0.0,25584,1035.0,65.0,98144.0,1.9,1.3,2022-12-21,1.0
20150248,21086,2015,2015-06-14 22:09:00,18718,SUNOCO PIPELINE L.P.,TOLEDO PUMP STATION (TOL5),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,OREGON,LUCAS,OH,41.62247,-83.48496,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.4,0.5,0.0,0.4,NO,NO,YES,6/14/2015 22:09,6/16/2015 12:38,0.0,,,,,,,,,,,,,20.0,20.0,0.0,2500.0,0.0,0.0,2540,992.0,54.0,49088.0,1.2,0.4,2023-10-22,1.0
20150254,21073,2015,2015-06-15 23:01:00,1845,"BUCKEYE PARTNERS, LP",AUBURN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,AUBURN,ONONGADA,NY,42.957732,-76.527389,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,5.7,,5.7,0.0,NO,NO,YES,6/15/2015 23:01,6/16/2015 5:45,0.0,,,,,,,,,,,,,2000.0,500.0,0.0,1000.0,1500.0,0.0,5000,971.0,55.0,119509.0,2.4,0.5,2024-10-17,1.0
20150255,20773,2015,2015-06-16 02:31:00,22855,"KOCH PIPELINE COMPANY, L.P.",LIBERTY PUMP STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHANE,LIBERTY,LIBERTY,TX,29.926983,-94.699149,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.05,0.74,0.0,4.05,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,37.0,0.0,7987.0,0.0,0.0,8024,1085.0,49.0,42786.0,1.4,0.6,2023-04-26,1.0
20150256,20593,2015,2015-06-16 13:40:00,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",FLANAGAN TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,PONTIAC,LIVINGSTON,IL,40.943291,-88.647391,INCORRECT OPERATION,INCORRECT INSTALLATION,3.0,,3.0,0.0,NO,NO,YES,6/16/2015 13:40,6/17/2015 19:25,0.0,,,,,,,,,,,,,12000.0,200.0,0.0,110000.0,10000.0,0.0,132200,933.0,42.0,102248.0,1.0,0.5,2023-01-25,1.0
20150246,20577,2015,2015-06-16 17:00:00,32109,"ONEOK NGL PIPELINE, LLC","NORTH SNYDER TO SNYDER STATION SCURRY 6""",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,SCURRY,TX,32.81384,-100.93662,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1609.0,85.0,0.0,1609.0,NO,NO,YES,6/16/2015 17:05,6/20/2015 2:00,7.0,,,,,,,,,,,,,110000.0,33677.0,1500.0,2500.0,0.0,2000.0,149677,859.0,63.0,94261.0,1.9,1.2,2023-04-27,1.0
20150257,21377,2015,2015-06-18 04:09:00,31454,"NUSTAR LOGISTICS, L.P.",40P HOUSTON LPG PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,VICTORIA,TX,28.57446,-96.93008,CORROSION,EXTERNAL,8000.0,0.0,0.0,8000.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,648703.0,162120.0,120000.0,96840.0,0.0,14784.0,1042447,908.0,49.0,89831.0,1.4,1.2,2024-01-06,1.0
20150264,21431,2015,2015-06-18 08:09:00,31454,"NUSTAR LOGISTICS, L.P.",40P HOUSTON LPG PIPELINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,MATAGORDA,TX,29.1425929,-95.9728079,CORROSION,EXTERNAL,315.0,0.0,0.0,315.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,271645.0,6383.0,0.0,153556.0,0.0,7392.0,438976,1036.0,62.0,84397.0,2.8,0.4,2022-05-31,1.0
20160157,21391,2015,2015-06-19 08:00:00,32537,WYOMING PIPELINE COMPANY,WYOMING PIPELINE CO.,ONSHORE,UNDERGROUND,CRUDE OIL,,,,WESTON,WY,43.50343,-104.15236,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,,0.0,2.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,1200.0,100.0,0.0,6000.0,4000.0,0.0,11300,906.0,52.0,67723.0,1.0,1.2,2022-08-01,1.0
20150259,21265,2015,2015-06-19 22:56:00,22442,WEST TEXAS GULF PIPELINE CO,WTG-WORTHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WORTHAM,FREESTONE,TX,31.77691,-96.39599,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3300.0,,3100.0,200.0,NO,NO,YES,6/19/2015 23:01,6/21/2015 0:20,0.0,,,,,,,,,,,,,40000.0,11200.0,0.0,403551.0,210000.0,0.0,664751,917.0,73.0,117798.0,2.3,1.2,2023-09-13,1.0
20150263,20605,2015,2015-06-22 12:58:00,31174,"SHELL PIPELINE CO., L.P.",MANCHESTER PROYPYLENE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,PASADENA,HARRIS,TX,29.70687777,-95.24941107,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,4.71,760.0,0.0,4.71,NO,NO,YES,6/22/2015 13:02,6/27/2015 1:45,0.0,,,,,,,,,,,,,1000000.0,40000.0,0.0,200000.0,0.0,0.0,1240000,850.0,78.0,102457.0,2.7,0.9,2024-01-28,1.0
20150258,20595,2015,2015-06-22 13:00:00,26112,VALERO REFINING-TEXAS L.P.,VALERO-SHELL TIE-IN,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,HOUSTON,HARRIS,TX,29.706862,-95.249419,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,976.0,0.0,0.0,976.0,NO,NO,YES,6/22/2015 13:00,6/26/2015 15:15,0.0,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,62000.0,688000.0,0.0,0.0,0.0,26753.0,776753,1044.0,67.0,45738.0,2.9,1.3,2022-02-20,1.0
20160131,21387,2015,2015-06-23 04:00:00,32537,WYOMING PIPELINE COMPANY,THUNDER CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,WESTON,WY,43.666603,-105.067905,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,1.0,,0.0,1.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,30.0,0.0,0.0,0.0,300.0,330,861.0,77.0,90969.0,2.4,0.5,2023-08-31,1.0
20150261,21332,2015,2015-06-23 07:58:00,2552,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,AVENEL,MIDDLESEX COUNTY,NJ,40.57667,-74.25472,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.1,,0.1,0.0,NO,NO,YES,6/23/2015 8:15,6/24/2015 18:15,0.0,,,,,,,,,,,,,60000.0,10.0,0.0,0.0,8000.0,0.0,68010,1076.0,69.0,41454.0,1.9,1.4,2024-03-04,1.0
20150262,20602,2015,2015-06-23 08:30:00,31684,PHILLIPS 66 PIPELINE LLC,BORGER-DENVER,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,,CROWLEY,CO,38.215783,-103.562679,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.01,,0.0,0.01,YES,NO,YES,6/23/2015 8:30,6/27/2015 9:30,0.0,,,,,,,,,,,,,80000.0,0.0,0.0,0.0,0.0,0.0,80000,962.0,58.0,76527.0,2.7,0.4,2022-08-06,1.0
20150266,20850,2015,2015-06-23 16:25:00,18718,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CORSICANA,NAVARRO,TX,32.07175,-96.47357,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.36,,0.0,0.36,YES,NO,NO,,,0.0,,,,,,,,,,,,,30000.0,22.0,0.0,2000.0,1000.0,0.0,33022,972.0,79.0,70482.0,2.7,1.1,2025-02-07,1.0
20150265,20610,2015,2015-06-25 15:00:00,32109,"ONEOK NGL PIPELINE, LLC",ONEOK CAPITOL PUMP STATION (SITE #555),ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,,CARTER,MT,45.238011,-104.199821,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,6.0,3.4,0.0,6.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,140.0,0.0,100.0,0.0,0.0,240,865.0,50.0,115350.0,1.6,1.3,2024-05-04,1.0
20150267,20619,2015,2015-06-26 12:20:00,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,KANSAS CITY,WYANDOTTE,KS,39.1402,-94.60133,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.16,,0.16,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,500.0,20.0,0.0,9400.0,0.0,0.0,9920,1004.0,58.0,111591.0,1.0,0.9,2022-05-17,1.0
20150270,21004,2015,2015-06-29 10:25:00,11733,LOOP LLC,CLOVELLY DOME STORAGE TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GALLIANO,LAFOURCHE,LA,29.46867,-90.25267,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.04,,0.0,0.04,YES,NO,YES,6/29/2015 10:26,6/30/2015 16:09,0.0,,,,,,,,,,,,,142500.0,2.0,0.0,7500.0,0.0,0.0,150002,816.0,79.0,70921.0,1.2,0.9,2022-05-24,1.0
20150272,21041,2015,2015-06-30 12:55:00,31574,"WESTERN REFINING PIPELINE, LLC",MILEPOST 33,ONSHORE,UNDERGROUND,CRUDE OIL,,,,MCKINLEY,NM,35.5314135,-108.210311,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,682.0,,682.0,0.0,NO,NO,YES,6/30/2015 13:21,7/1/2015 7:15,0.0,,,,,,,,,,,,,35000.0,31693.0,0.0,10000.0,338307.0,0.0,415000,993.0,60.0,111543.0,2.7,1.5,2023-02-22,1.0
20150271,20635,2015,2015-06-30 13:15:00,31684,PHILLIPS 66 PIPELINE LLC,SEMINOE PIPELINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,CARBON,WY,41.800416,-107.109865,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,260.0,,260.0,0.0,NO,NO,YES,6/30/2015 13:15,7/2/2015 15:23,0.0,,,,,,,,,,,,,12087.0,32760.0,0.0,0.0,0.0,0.0,44847,1020.0,76.0,71510.0,2.0,1.4,2023-09-21,1.0
20150273,21138,2015,2015-07-02 10:56:00,31476,ROSE ROCK MIDSTREAM L.P.,"CUNNINGHAM TO ARLINGTON JCT. 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,,KINGMAN,KS,37.68779,-98.40713,CORROSION,INTERNAL,0.5,,0.5,0.0,NO,NO,YES,7/2/2015 11:35,7/3/2015 11:00,0.0,,,,,,,,,,,,,8000.0,20.0,0.0,2500.0,2000.0,0.0,12520,975.0,49.0,80910.0,2.0,1.0,2022-04-12,1.0
20150260,21821,2015,2015-07-05 12:53:00,39440,DOUBLE H,ALBIN STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SIDNEY,RICHLAND,MT,47.805537,-104.485472,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.5,,1.5,0.0,NO,NO,YES,7/5/2015 12:53,7/6/2015 16:00,0.0,,,,,,,,,,,,,1125.0,140.0,0.0,0.0,90.0,0.0,1355,1033.0,78.0,96313.0,2.9,0.6,2024-04-26,1.0
20150269,21251,2015,2015-07-06 08:00:00,2552,COLONIAL PIPELINE CO,MITCHELL JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,COLUMBIA,CUMBERLAND,VA,37.66330708,-78.23750439,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.12,,0.12,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,3000.0,15.0,0.0,30000.0,0.0,1000.0,34015,872.0,49.0,57443.0,1.5,0.3,2024-03-01,1.0
20150268,20719,2015,2015-07-07 07:30:00,31174,"SHELL PIPELINE CO., L.P.",BENGAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,BATON ROUGE,EAST BATON ROUGE,LA,30.47386943,-91.04321944,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.0,,1.0,0.0,NO,NO,YES,7/7/2015 7:33,7/7/2015 13:15,75.0,,,,,,,,,,,,,60000.0,0.0,0.0,35000.0,5000.0,0.0,100000,1005.0,66.0,72210.0,1.9,1.1,2022-09-03,1.0
